"","Protein","Gene","Description","Fold_Change","p_Value"
"3777","RN219_MOUSE|Q8K2Y0","Rnf219","RING finger protein 219",3.28,0.000483
"3778","RNF10_MOUSE|Q3UIW5","Rnf10","RING finger protein 10",2.12,0.00716
"3779","RNF14_MOUSE|Q9JI90","Rnf14","E3 ubiquitin-protein ligase RNF14",1.36,0.0143
"3780","RNF34_MOUSE|Q99KR6","Rnf34","E3 ubiquitin-protein ligase RNF34",1.99,0.0113
"3781","RNPS1_MOUSE|Q99M28","Rnps1","RNA-binding protein with serine-rich domain 1",1.61,0.0018
"3782","RNZ1_MOUSE|Q8VEB6","Elac1","Zinc phosphodiesterase ELAC protein 1",2.37,0.000465
"3783","RO60_MOUSE|O08848","Trove2","60 kDa SS-A/Ro ribonucleoprotein",1.32,0.0785
"3784","ROA0_MOUSE|Q9CX86","Hnrnpa0","Heterogeneous nuclear ribonucleoprotein A0",1.4,0.0149
"3785","ROA1_MOUSE|P49312","Hnrnpa1","Heterogeneous nuclear ribonucleoprotein A1",1.57,0.000199
"3786","ROA2_MOUSE|O88569","Hnrnpa2b1","Heterogeneous nuclear ribonucleoproteins A2/B1",1.39,0.00121
"3787","ROA3_MOUSE|Q8BG05","Hnrnpa3","Heterogeneous nuclear ribonucleoprotein A3",2.05,0.000154
"3788","ROAA_MOUSE|Q99020","Hnrnpab","Heterogeneous nuclear ribonucleoprotein A/B",1.26,0.0184
"3789","ROBO1_MOUSE|O89026","Robo1","Roundabout homolog 1",2.66,0.00047
"3790","ROBO2_MOUSE|Q7TPD3","Robo2","Roundabout homolog 2",1.85,0.00426
"3791","ROCK1_MOUSE|P70335","Rock1","Rho-associated protein kinase 1",1.35,0.0064
"3792","ROCK2_MOUSE|P70336","Rock2","Rho-associated protein kinase 2",1.63,0.00193
"3793","ROGDI_MOUSE|Q3TDK6","Rogdi","Protein rogdi homolog",1.57,0.0157
"3794","RP3A_MOUSE|P47708","Rph3a","Rabphilin-3A",1.93,0.000715
"3795","RP9_MOUSE|P97762","rp9","Retinitis pigmentosa 9 protein homolog",1.97,0.000291
"3796","RPAB1_MOUSE|Q80UW8","Polr2e","DNA-directed RNA polymerases I, II, and III subunit RPABC1",1.05,0.622
"3797","RPAB3_MOUSE|Q923G2","Polr2h","DNA-directed RNA polymerases I, II, and III subunit RPABC3",-1.17,0.179
"3798","RPAP1_MOUSE|Q80TE0","Rpap1","RNA polymerase II-associated protein 1",2.22,0.000788
"3799","RPAP3_MOUSE|Q9D706","Rpap3","RNA polymerase II-associated protein 3",2.54,0.000591
"3800","RPB1_MOUSE|P08775","Polr2a","DNA-directed RNA polymerase II subunit RPB1",1.28,0.0357
"3801","RPB2_MOUSE|Q8CFI7","Polr2b","DNA-directed RNA polymerase II subunit RPB2",1.43,0.000848
"3802","RPE_MOUSE|Q8VEE0","Rpe","Ribulose-phosphate 3-epimerase",-1.01,0.925
"3803","RPGF2_MOUSE|Q8CHG7","Rapgef2","Rap guanine nucleotide exchange factor 2",1.94,0.00144
"3804","RPGF4_MOUSE|Q9EQZ6","Rapgef4","Rap guanine nucleotide exchange factor 4",1.6,0.0016
"3805","RPGP1_MOUSE|A2ALS5","Rap1gap","Rap1 GTPase-activating protein 1",2.59,0.000301
"3806","RPGP2_MOUSE|Q5SVL6","Rap1gap2","Rap1 GTPase-activating protein 2",2.52,0.000609
"3807","RPN1_MOUSE|Q91YQ5","Rpn1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1",1.29,0.0385
"3808","RPN2_MOUSE|Q9DBG6","Rpn2","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2",1.28,0.0246
"3809","RPR1A_MOUSE|Q8VDS4","Rprd1a","Regulation of nuclear pre-mRNA domain-containing protein 1A",1.39,0.176
"3810","RPR1B_MOUSE|Q9CSU0","Rprd1b","Regulation of nuclear pre-mRNA domain-containing protein 1B",1.16,0.204
"3811","RPRD2_MOUSE|Q6NXI6","Rprd2","Regulation of nuclear pre-mRNA domain-containing protein 2",2.68,0.000969
"3812","RPTOR_MOUSE|Q8K4Q0","Rptor","Regulatory-associated protein of mTOR",1.65,0.00106
"3813","RRAGA_MOUSE|Q80X95","Rraga","Ras-related GTP-binding protein A",1.44,0.00796
"3814","RRAGB_MOUSE|Q6NTA4","Rragb","Ras-related GTP-binding protein B",1.52,0.00509
"3815","RRAGC_MOUSE|Q99K70","Rragc","Ras-related GTP-binding protein C",1.33,0.0445
"3816","RRAS_MOUSE|P10833","Rras","Ras-related protein R-Ras",1.23,0.197
"3817","RRAS2_MOUSE|P62071","Rras2","Ras-related protein R-Ras2",1.27,0.196
"3818","RRBP1_MOUSE|Q99PL5","Rrbp1","Ribosome-binding protein 1",1.18,0.0887
"3819","RRF2M_MOUSE|Q8R2Q4","Gfm2","Ribosome-releasing factor 2, mitochondrial",1.34,0.121
"3820","RRP12_MOUSE|Q6P5B0","Rrp12","RRP12-like protein",1.25,0.0194
"3821","RS10_MOUSE|P63325","Rps10","40S ribosomal protein S10",1.05,0.758
"3822","RS11_MOUSE|P62281","Rps11","40S ribosomal protein S11",1.22,0.194
"3823","RS12_MOUSE|P63323","Rps12","40S ribosomal protein S12",1.09,0.319
"3824","RS13_MOUSE|P62301","Rps13","40S ribosomal protein S13",1.01,0.912
"3825","RS14_MOUSE|P62264","Rps14","40S ribosomal protein S14",1.16,0.428
"3826","RS15_MOUSE|P62843","Rps15","40S ribosomal protein S15",-1.08,0.412
"3827","RS15A_MOUSE|P62245","Rps15a","40S ribosomal protein S15a",1.12,0.343
"3828","RS16_MOUSE|P14131","Rps16","40S ribosomal protein S16",1.21,0.349
"3829","RS17_MOUSE|P63276","Rps17","40S ribosomal protein S17",1.1,0.307
"3830","RS18_MOUSE|P62270","Rps18","40S ribosomal protein S18",1.02,0.829
"3831","RS19_MOUSE|Q9CZX8","Rps19","40S ribosomal protein S19",1.03,0.847
"3832","RS2_MOUSE|P25444","Rps2","40S ribosomal protein S2",1.31,0.0695
"3833","RS20_MOUSE|P60867","Rps20","40S ribosomal protein S20",1.15,0.0584
"3834","RS21_MOUSE|Q9CQR2","Rps21","40S ribosomal protein S21",1.22,0.24
"3835","RS23_MOUSE|P62267","Rps23","40S ribosomal protein S23",1.08,0.522
"3836","RS24_MOUSE|P62849","Rps24","40S ribosomal protein S24",1.02,0.797
"3837","RS25_MOUSE|P62852","Rps25","40S ribosomal protein S25",1.07,0.383
"3838","RS26_MOUSE|P62855","Rps26","40S ribosomal protein S26",1.09,0.469
"3839","RS27_MOUSE|Q6ZWU9","Rps27","40S ribosomal protein S27",1.16,0.254
"3840","RS27A_MOUSE|P62983","Rps27a","Ubiquitin-40S ribosomal protein S27a",-1.05,0.726
"3841","RS27L_MOUSE|Q6ZWY3","Rps27l","40S ribosomal protein S27-like",1.22,0.206
"3842","RS28_MOUSE|P62858","Rps28","40S ribosomal protein S28",-1.02,0.685
"3843","RS29_MOUSE|P62274","Rps29","40S ribosomal protein S29",1.43,0.0591
"3844","RS3_MOUSE|P62908","Rps3","40S ribosomal protein S3",1.2,0.179
"3845","RS30_MOUSE|P62862","Fau","40S ribosomal protein S30",1.22,0.518
"3846","RS3A_MOUSE|P97351","Rps3a","40S ribosomal protein S3a",1.21,0.0833
"3847","RS4X_MOUSE|P62702","Rps4x","40S ribosomal protein S4, X isoform",1.23,0.0955
"3848","RS5_MOUSE|P97461","Rps5","40S ribosomal protein S5",1.17,0.212
"3849","RS6_MOUSE|P62754","Rps6","40S ribosomal protein S6",1.25,0.597
"3850","RS7_MOUSE|P62082","Rps7","40S ribosomal protein S7",1.01,0.934
"3851","RS8_MOUSE|P62242","Rps8","40S ribosomal protein S8",1.03,0.835
"3852","RS9_MOUSE|Q6ZWN5","Rps9","40S ribosomal protein S9",1.14,0.388
"3853","RSMB_MOUSE|P27048","Snrpb","Small nuclear ribonucleoprotein-associated protein B",1.22,0.0315
"3854","RSRC1_MOUSE|Q9DBU6","Rsrc1","Serine/Arginine-related protein 53",1,0.756
"3855","RSRC2_MOUSE|A2RTL5","Rsrc2","Arginine/serine-rich coiled-coil protein 2",1.34,0.0262
"3856","RSSA_MOUSE|P14206","Rpsa","40S ribosomal protein SA",1.03,0.837
"3857","RSU1_MOUSE|Q01730","Rsu1","Ras suppressor protein 1",1.83,0.000703
"3858","RT02_MOUSE|Q924T2","Mrps2","28S ribosomal protein S2, mitochondrial",1.3,0.14
"3859","RT05_MOUSE|Q99N87","Mrps5","28S ribosomal protein S5, mitochondrial",1.4,0.11
"3860","RT17_MOUSE|Q9CQE3","Mrps17","28S ribosomal protein S17, mitochondrial",1.3,0.25
"3861","RT18B_MOUSE|Q99N84","Mrps18b","28S ribosomal protein S18b, mitochondrial",1.22,0.0424
"3862","RT26_MOUSE|Q80ZS3","Mrps26","28S ribosomal protein S26, mitochondrial",1.24,0.31
"3863","RT27_MOUSE|Q8BK72","Mrps27","28S ribosomal protein S27, mitochondrial",1.36,0.0529
"3864","RT29_MOUSE|Q9ER88","Dap3","28S ribosomal protein S29, mitochondrial",1.43,0.0219
"3865","RT30_MOUSE|Q9D0G0","Mrps30","28S ribosomal protein S30, mitochondrial",1.47,0.0194
"3866","RT35_MOUSE|Q8BJZ4","Mrps35","28S ribosomal protein S35, mitochondrial",1.29,0.0579
"3867","RT36_MOUSE|Q9CQX8","Mrps36","28S ribosomal protein S36, mitochondrial",1.28,0.153
"3868","RT4I1_MOUSE|Q924D0","Rtn4ip1","Reticulon-4-interacting protein 1, mitochondrial",1.43,0.0647
"3869","RTCA_MOUSE|Q9D7H3","RtcA","RNA 3'-terminal phosphate cyclase",1.57,0.0805
"3870","RTCB_MOUSE|Q99LF4","Rtcb","tRNA-splicing ligase RtcB homolog",1.35,0.0161
"3871","RTF1_MOUSE|A2AQ19","Rtf1","RNA polymerase-associated protein RTF1 homolog",1.78,0.00124
"3872","RTKN_MOUSE|Q8C6B2","Rtkn","Rhotekin",1.62,0.000626
"3873","RTN1_MOUSE|Q8K0T0","Rtn1","Reticulon-1",2.47,0.000601
"3874","RTN3_MOUSE|Q9ES97","Rtn3","Reticulon-3",3.01,0.000571
"3875","RTN4_MOUSE|Q99P72","Rtn4","Reticulon-4",2.94,0.000544
"3876","RU17_MOUSE|Q62376","Snrnp70","U1 small nuclear ribonucleoprotein 70 kDa",1.1,0.106
"3877","RU1C_MOUSE|Q62241","Snrpc","U1 small nuclear ribonucleoprotein C",1.79,0.000599
"3878","RU2A_MOUSE|P57784","Snrpa1","U2 small nuclear ribonucleoprotein A'",1.9,0.00044
"3879","RU2B_MOUSE|Q9CQI7","Snrpb2","U2 small nuclear ribonucleoprotein B''",1.15,0.0667
"3880","RUFY1_MOUSE|Q8BIJ7","Rufy1","RUN and FYVE domain-containing protein 1",1.83,0.00221
"3881","RUFY2_MOUSE|Q8R4C2","Rufy2","RUN and FYVE domain-containing protein 2",1.43,0.0145
"3882","RUFY3_MOUSE|Q9D394","Rufy3","Protein RUFY3",2.37,0.00107
"3883","RUN3A_MOUSE|O08576","Rundc3a","RUN domain-containing protein 3A",1.33,0.047
"3884","RUSC2_MOUSE|Q80U22","Rusc2","Iporin",2.39,0.00916
"3885","RUVB1_MOUSE|P60122","Ruvbl1","RuvB-like 1",1.5,0.000706
"3886","RUVB2_MOUSE|Q9WTM5","Ruvbl2","RuvB-like 2",2.67,0.000313
"3887","RUXG_MOUSE|P62309","Snrpg","Small nuclear ribonucleoprotein G",-1,0.982
"3888","RYDEN_MOUSE|Q8CAK3",NA,NA,2.74,0.000458
"3889","RYR1_MOUSE|E9PZQ0","Ryr1","Ryanodine receptor 1",1.68,0.002
"3890","RYR2_MOUSE|E9Q401","Ryr2","Ryanodine receptor 2",1.55,0.00582
"3891","S10A6_MOUSE|P14069","S100a6","Protein S100-A6",-1.23,0.316
"3892","S10AA_MOUSE|P08207","S100a10","Protein S100-A10",1.11,0.024
"3893","S10AB_MOUSE|P50543","S100a11","Protein S100-A11",1.05,0.278
"3894","S12A2_MOUSE|P55012","Slc12a2","Solute carrier family 12 member 2",1.41,0.0195
"3895","S12A4_MOUSE|Q9JIS8","Slc12a4","Solute carrier family 12 member 4",1.74,0.000641
"3896","S12A5_MOUSE|Q91V14","Slc12a5","Solute carrier family 12 member 5",1.93,0.00049
"3897","S12A6_MOUSE|Q924N4","Slc12a6","Solute carrier family 12 member 6",2.02,0.00067
"3898","S12A9_MOUSE|Q99MR3","Slc12a9","Solute carrier family 12 member 9",1.2,0.0779
"3899","S14L2_MOUSE|Q99J08","Sec14l2","SEC14-like protein 2",1.44,0.0536
"3900","S1PR1_MOUSE|O08530","S1pr1","Sphingosine 1-phosphate receptor 1",1.51,0.169
"3901","S20A1_MOUSE|Q61609","Slc20a1","Sodium-dependent phosphate transporter 1",1.6,0.0114
"3902","S20A2_MOUSE|Q80UP8","Slc20a2","Sodium-dependent phosphate transporter 2",1.45,0.00666
"3903","S22A4_MOUSE|Q9Z306","Slc22a4","Solute carrier family 22 member 4",1.29,0.0604
"3904","S22AH_MOUSE|Q9D9E0","Slc22a17","Solute carrier family 22 member 17",1.37,0.0512
"3905","S23A2_MOUSE|Q9EPR4","Slc23a2","Solute carrier family 23 member 2",1.7,0.000952
"3906","S23IP_MOUSE|Q6NZC7","Sec23ip","SEC23-interacting protein",1.69,0.000814
"3907","S2541_MOUSE|Q8BVN7","Slc25a41","Solute carrier family 25 member 41",1.49,0.0585
"3908","S2542_MOUSE|Q8R0Y8","Slc25a42","Mitochondrial coenzyme A transporter SLC25A42",1.42,0.0511
"3909","S2546_MOUSE|Q9CQS4","Slc25a46","Solute carrier family 25 member 46",1.33,0.0159
"3910","S2551_MOUSE|Q5HZI9","Slc25a51","Solute carrier family 25 member 51",1.44,0.0359
"3911","S27A1_MOUSE|Q60714","Slc27a1","Long-chain fatty acid transport protein 1",1.57,0.00254
"3912","S27A4_MOUSE|Q91VE0","Slc27a4","Long-chain fatty acid transport protein 4",1.49,0.0089
"3913","S35A5_MOUSE|Q921R7","Slc35a5","Probable UDP-sugar transporter protein SLC35A5",1.54,0.0025
"3914","S38A3_MOUSE|Q9DCP2","Slc38a3","Sodium-coupled neutral amino acid transporter 3",1.04,0.586
"3915","S38A7_MOUSE|Q8BWH0","Slc38a7","Putative sodium-coupled neutral amino acid transporter 7",1.28,0.143
"3916","S39A8_MOUSE|Q91W10","Slc39a8","Zinc transporter ZIP8",-1.23,0.0655
"3917","S39AA_MOUSE|Q6P5F6","Slc39a10","Zinc transporter ZIP10",1.83,0.000735
"3918","S39AC_MOUSE|Q5FWH7","Slc39a12","Zinc transporter ZIP12",1.46,0.0124
"3919","S4A10_MOUSE|Q5DTL9","Slc4a10","Sodium-driven chloride bicarbonate exchanger",1.84,0.000667
"3920","S4A4_MOUSE|O88343","Slc4a4","Electrogenic sodium bicarbonate cotransporter 1",1.71,0.00278
"3921","S4A7_MOUSE|Q8BTY2","Slc4a7","Sodium bicarbonate cotransporter 3",2.07,0.0011
"3922","S4A8_MOUSE|Q8JZR6","Slc4a8","Electroneutral sodium bicarbonate exchanger 1",1.58,0.00264
"3923","S4R180_MOUSE|S4R180","Snph","Syntaphilin",2.45,0.000482
"3924","S4R1C4_MOUSE|S4R1C4","Atp2b2","Calcium-transporting ATPase",1.6,0.00465
"3925","S4R1W1_MOUSE|S4R1W1","Gm3839","Glyceraldehyde-3-phosphate dehydrogenase",1.33,0.12
"3926","S4R215_MOUSE|S4R215","Dgki","Diacylglycerol kinase",1.59,0.00132
"3927","S4R2G6_MOUSE|S4R2G6","Arhgap32","Rho GTPase-activating protein 32",2.09,0.000725
"3928","S6A11_MOUSE|P31650","Slc6a11","Sodium- and chloride-dependent GABA transporter 3",1.52,0.00367
"3929","S6A17_MOUSE|Q8BJI1","Slc6a17","Sodium-dependent neutral amino acid transporter SLC6A17",2.41,0.000549
"3930","S7A14_MOUSE|Q8BXR1","Slc7a14","Probable cationic amino acid transporter",1.88,0.000573
"3931","SAC1_MOUSE|Q9EP69","Sacm1l","Phosphatidylinositide phosphatase SAC1",1.47,0.0302
"3932","SAC2_MOUSE|Q8CDA1","Inpp5f","Phosphatidylinositide phosphatase SAC2",2.04,0.000866
"3933","SACS_MOUSE|Q9JLC8","Sacs","Sacsin",1.35,0.0162
"3934","SAE1_MOUSE|Q9R1T2","Sae1","SUMO-activating enzyme subunit 1",1.49,0.0115
"3935","SAE2_MOUSE|Q9Z1F9","Uba2","SUMO-activating enzyme subunit 2",1.46,0.00542
"3936","SAFB1_MOUSE|D3YXK2","Safb","Scaffold attachment factor B1",2.66,0.000448
"3937","SAHH_MOUSE|P50247","Ahcy","Adenosylhomocysteinase",1.33,0.0344
"3938","SAHH2_MOUSE|Q80SW1","Ahcyl1","Putative adenosylhomocysteinase 2",1.54,0.00295
"3939","SAHH3_MOUSE|Q68FL4","Ahcyl2","Putative adenosylhomocysteinase 3",1.43,0.00878
"3940","SAM14_MOUSE|Q8K070","Samd14","Sterile alpha motif domain-containing protein 14",2.6,9.8e-05
"3941","SAM50_MOUSE|Q8BGH2","Samm50","Sorting and assembly machinery component 50 homolog",1.16,0.343
"3942","SAP_MOUSE|Q61207","Psap","Prosaposin",1.17,0.408
"3943","SAP18_MOUSE|O55128","Sap18","Histone deacetylase complex subunit SAP18",1.15,0.454
"3944","SAR1A_MOUSE|P36536","Sar1a","GTP-binding protein SAR1a",1.15,0.338
"3945","SARM1_MOUSE|Q6PDS3","Sarm1","Sterile alpha and TIR motif-containing protein 1",1.39,0.0117
"3946","SARNP_MOUSE|Q9D1J3","Sarnp","SAP domain-containing ribonucleoprotein",1.63,0.000363
"3947","SART3_MOUSE|Q9JLI8","Sart3","Squamous cell carcinoma antigen recognized by T-cells 3",2.29,0.000526
"3948","SATT_MOUSE|O35874","Slc1a4","Neutral amino acid transporter A",1.22,0.111
"3949","SBDS_MOUSE|P70122","Sbds","Ribosome maturation protein SBDS",1.14,0.185
"3950","SBNO1_MOUSE|Q689Z5","Sbno1","Protein strawberry notch homolog 1",1.77,0.00056
"3951","SBP1_MOUSE|P17563","Selenbp1","Selenium-binding protein 1",1.19,0.199
"3952","SC11C_MOUSE|Q9D8V7","Sec11c","Signal peptidase complex catalytic subunit SEC11C",1.35,0.178
"3953","SC22B_MOUSE|O08547","Sec22b","Vesicle-trafficking protein SEC22b",1.29,0.0716
"3954","SC23A_MOUSE|Q01405","Sec23a","Protein transport protein Sec23A",1.39,0.0148
"3955","SC23B_MOUSE|Q9D662","Sec23b","Protein transport protein Sec23B",1.22,0.273
"3956","SC24A_MOUSE|Q3U2P1","Sec24a","Protein transport protein Sec24A",1.38,0.0255
"3957","SC31A_MOUSE|Q3UPL0","Sec31a","Protein transport protein Sec31A",1.84,0.000751
"3958","SC5A3_MOUSE|Q9JKZ2","Slc5a3","Sodium/myo-inositol cotransporter",1.37,0.029
"3959","SC5A6_MOUSE|Q5U4D8","Slc5a6","Sodium-dependent multivitamin transporter",1.29,0.0239
"3960","SC5A7_MOUSE|Q8BGY9","Slc5a7","High affinity choline transporter 1",2.02,0.000383
"3961","SC6A1_MOUSE|P31648","Slc6a1","Sodium- and chloride-dependent GABA transporter 1",1.57,0.0153
"3962","SC6A3_MOUSE|Q61327","Slc6a3","Sodium-dependent dopamine transporter",2.18,0.000288
"3963","SC6A4_MOUSE|Q60857","Slc6a4","Sodium-dependent serotonin transporter",1.91,0.000736
"3964","SC6A5_MOUSE|Q761V0","Slc6a5","Sodium- and chloride-dependent glycine transporter 2",3.5,3.65e-05
"3965","SC6A7_MOUSE|Q6PGE7","Slc6a7","Sodium-dependent proline transporter",1.83,0.00151
"3966","SC6A9_MOUSE|P28571","Slc6a9","Sodium- and chloride-dependent glycine transporter 1",1.51,0.00104
"3967","SCAI_MOUSE|Q8C8N2","Scai","Protein SCAI",1.74,0.00114
"3968","SCAM1_MOUSE|Q8K021","Scamp1","Secretory carrier-associated membrane protein 1",1.63,0.00251
"3969","SCAM3_MOUSE|O35609","Scamp3","Secretory carrier-associated membrane protein 3",1.31,0.0506
"3970","SCAM5_MOUSE|Q9JKD3","Scamp5","Secretory carrier-associated membrane protein 5",1.46,0.0165
"3971","SCFD1_MOUSE|Q8BRF7","Scfd1","Sec1 family domain-containing protein 1",1.61,0.00137
"3972","SCG2_MOUSE|Q03517","Scg2","Secretogranin-2",1.11,0.0939
"3973","SCMC2_MOUSE|A2ASZ8","Slc25a25","Calcium-binding mitochondrial carrier protein SCaMC-2",1.36,0.0319
"3974","SCMC2_MOUSE|A2ASZ8-4","Slc25a25","Calcium-binding mitochondrial carrier protein SCaMC-2 (isoform 4)",1.36,0.0207
"3975","SCMC3_MOUSE|Q6GQS1","Slc25a23","Calcium-binding mitochondrial carrier protein SCaMC-3",1.39,0.00152
"3976","SCN1A_MOUSE|A2APX8",NA,NA,2.63,0.000184
"3977","SCN1B_MOUSE|P97952","Scn1b","Sodium channel subunit beta-1",1.32,0.0982
"3978","SCN2B_MOUSE|Q56A07","Scn2b","Sodium channel subunit beta-2",1.19,0.343
"3979","SCN4B_MOUSE|Q7M729","Scn4b","Sodium channel subunit beta-4",1.62,0.0258
"3980","SCN8A_MOUSE|Q9WTU3","Scn8a","Sodium channel protein type 8 subunit alpha",1.95,0.000893
"3981","SCOT1_MOUSE|Q9D0K2","Oxct1","Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",1.44,0.0768
"3982","SCPDL_MOUSE|Q8R127","Sccpdh","Saccharopine dehydrogenase-like oxidoreductase",1.4,0.123
"3983","SCRG1_MOUSE|O88745","Scrg1","Scrapie-responsive protein 1",1.07,0.616
"3984","SCRIB_MOUSE|Q80U72","Scrib","Protein scribble homolog",3.05,0.000309
"3985","SCRN1_MOUSE|Q9CZC8","Scrn1","Secernin-1",1.82,0.000846
"3986","SCRN3_MOUSE|Q3TMH2","Scrn3","Secernin-3",2.29,0.0422
"3987","SCYL1_MOUSE|Q9EQC5",NA,NA,2.2,0.000793
"3988","SCYL2_MOUSE|Q8CFE4","Scyl2","SCY1-like protein 2",2.05,0.000477
"3989","SDF2_MOUSE|Q9DCT5","Sdf2","Stromal cell-derived factor 2",1.2,0.000444
"3990","SDHA_MOUSE|Q8K2B3","Sdha","Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",1.33,0.0525
"3991","SDHB_MOUSE|Q9CQA3","Sdhb","Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",1.53,0.192
"3992","SDSL_MOUSE|Q8R238","Sdsl","Serine dehydratase-like",1.22,0.138
"3993","SE1L1_MOUSE|Q9Z2G6","Sel1l","Protein sel-1 homolog 1",1.8,0.122
"3994","SE6L2_MOUSE|Q4V9Z5","Sez6l2","Seizure 6-like protein 2",1.01,0.716
"3995","SEC13_MOUSE|Q9D1M0","Sec13","Protein SEC13 homolog",1.17,0.0847
"3996","SEC62_MOUSE|Q8BU14","Sec62","Translocation protein SEC62",1.38,0.0288
"3997","SEC63_MOUSE|Q8VHE0","Sec63","Translocation protein SEC63 homolog",1.42,0.0033
"3998","SEH1_MOUSE|Q8R2U0","Seh1l","Nucleoporin SEH1",1.26,0.00347
"3999","SELB_MOUSE|Q9JHW4","Eefsec","Selenocysteine-specific elongation factor",1.53,0.00128
"4000","SEM4A_MOUSE|Q62178","Sema4a","Semaphorin-4A",1.35,0.048
"4001","SEM4D_MOUSE|O09126","Sema4d","Semaphorin-4D",1.41,0.00431
"4002","SEM4F_MOUSE|Q9Z123","Sema4f","Semaphorin-4F",1.72,0.00223
"4003","SEM6B_MOUSE|O54951","Sema6b","Semaphorin-6B",1.9,0.00198
"4004","SEM7A_MOUSE|Q9QUR8","Sema7a","Semaphorin-7A",1.25,0.162
"4005","SENP7_MOUSE|Q8BUH8","Senp7","Sentrin-specific protease 7",1.87,0.00126
"4006","SEP10_MOUSE|Q8C650","10-Sep","Septin-10",1.37,0.014
"4007","SEP11_MOUSE|Q8C1B7","11-Sep","Septin-11",1.33,0.0371
"4008","SEPT1_MOUSE|P42209","1-Sep","Septin-1",2.38,0.000902
"4009","SEPT2_MOUSE|P42208","2-Sep","Septin-2",1.13,0.231
"4010","SEPT3_MOUSE|Q9Z1S5","3-Sep","Neuronal-specific septin-3",1.8,0.00162
"4011","SEPT4_MOUSE|P28661","4-Sep","Septin-4",2.33,0.000605
"4012","SEPT5_MOUSE|Q9Z2Q6","5-Sep","Septin-5",2.22,0.000958
"4013","SEPT6_MOUSE|Q9R1T4","6-Sep","Septin-6",1.36,0.0332
"4014","SEPT7_MOUSE|O55131","7-Sep","Septin-7",1.42,0.0151
"4015","SEPT8_MOUSE|Q8CHH9","8-Sep","Septin-8",1.26,0.0729
"4016","SEPT9_MOUSE|Q80UG5","9-Sep","Septin-9",1.81,0.002
"4017","SERA_MOUSE|Q61753","Phgdh","D-3-phosphoglycerate dehydrogenase",1.38,0.0309
"4018","SERC_MOUSE|Q99K85","Psat1","Phosphoserine aminotransferase",1.33,0.0837
"4019","SERPH_MOUSE|P19324","Serpinh1","Serpin H1",1.1,0.382
"4020","SESD1_MOUSE|Q80UK0","Sestd1","SEC14 domain and spectrin repeat-containing protein 1",1.47,0.00311
"4021","SET_MOUSE|Q9EQU5","Set","Protein SET",1.06,0.25
"4022","SET_MOUSE|Q9EQU5-2","Set","Protein SET (isoform 2)",1,0.917
"4023","SETD3_MOUSE|Q91WC0","Setd3","Histone-lysine N-methyltransferase setd3",1.29,0.0232
"4024","SETD7_MOUSE|Q8VHL1","Setd7","Histone-lysine N-methyltransferase SETD7",1.83,0.000621
"4025","SF01_MOUSE|Q64213","Sf1","Splicing factor 1",2.48,0.000331
"4026","SF3A1_MOUSE|Q8K4Z5","Sf3a1","Splicing factor 3A subunit 1",2.08,0.000602
"4027","SF3A3_MOUSE|Q9D554","Sf3a3","Splicing factor 3A subunit 3",1.14,0.0235
"4028","SF3B1_MOUSE|Q99NB9","Sf3b1","Splicing factor 3B subunit 1",2.17,0.000556
"4029","SF3B3_MOUSE|Q921M3","Sf3b3","Splicing factor 3B subunit 3",1.33,0.000997
"4030","SF3B4_MOUSE|Q8QZY9","Sf3b4","Splicing factor 3B subunit 4",1.03,0.372
"4031","SF3B6_MOUSE|P59708","Sf3b6","Splicing factor 3B subunit 6",1.35,0.0039
"4032","SFPQ_MOUSE|Q8VIJ6","Sfpq","Splicing factor, proline- and glutamine-rich",1.81,0.000482
"4033","SFR19_MOUSE|Q5U4C3","Scaf1","Splicing factor, arginine/serine-rich 19",2.06,0.00221
"4034","SFXN1_MOUSE|Q99JR1","Sfxn1","Sideroflexin-1",1.4,0.0516
"4035","SFXN3_MOUSE|Q91V61","Sfxn3","Sideroflexin-3",1.45,0.0565
"4036","SFXN5_MOUSE|Q925N0","Sfxn5","Sideroflexin-5",1.3,0.11
"4037","SGIP1_MOUSE|Q8VD37","Sgip1","SH3-containing GRB2-like protein 3-interacting protein 1",2.68,0.000675
"4038","SGIP1_MOUSE|Q8VD37-3","Sgip1","SH3-containing GRB2-like protein 3-interacting protein 1 (isoform 3)",3.14,0.000655
"4039","SGPP1_MOUSE|Q9JI99","Sgpp1","Sphingosine-1-phosphate phosphatase 1",1.43,0.00574
"4040","SGSM1_MOUSE|Q8BPQ7","Sgsm1","Small G protein signaling modulator 1",1.51,0.0017
"4041","SGT1_MOUSE|Q9CX34",NA,NA,2.38,0.000913
"4042","SGTA_MOUSE|Q8BJU0","Sgta","Small glutamine-rich tetratricopeptide repeat-containing protein alpha",1.46,0.00111
"4043","SH2B1_MOUSE|Q91ZM2","Sh2b1","SH2B adapter protein 1",1.98,0.000871
"4044","SH2D5_MOUSE|Q8JZW5","Sh2d5","SH2 domain-containing protein 5",1.54,0.00207
